PATCO,AGELVLT,WORKSCHT,SALLVLT,CNT,AGELVLTMagnitude,WORKSCHTMagnitude,SALLVLTMagnitude
4,25-29,Part-time Nonseasonal,"$20,000 - $29,999",175,24507,12235,26970
3,25-29,Intermittent Nonseasonal,"$30,000 - $39,999",175,24507,14808,40789
4,55-59,Full-time Nonseasonal,"$20,000 - $29,999",175,30359,200793,26970
2,45-49,Full-time Nonseasonal,"$140,000 - $149,999",174,21059,200793,2587
5,30-34,Full-time Nonseasonal,"$70,000 - $79,999",174,26878,200793,19003
3,40-44,Full-time Nonseasonal,"$60,000 - $69,999",173,19462,200793,19480
6,25-29,Full-time Nonseasonal,"$60,000 - $69,999",173,24507,200793,19480
6,Less than 20,Full-time Nonseasonal,"$20,000 - $29,999",173,2541,200793,26970
4,35-39,Intermittent Nonseasonal,"$20,000 - $29,999",172,21648,14808,26970
2,55-59,Full-time Nonseasonal,"$170,000 - $179,999",172,30359,200793,945
5,25-29,Full-time Nonseasonal,"$50,000 - $59,999",172,24507,200793,25502
3,20-24,Part-time Nonseasonal,"$20,000 - $29,999",171,15279,12235,26970
1,30-34,Intermittent Seasonal,"Less than $20,000",170,26878,1773,1961
2,65 or more,Intermittent Nonseasonal,"$70,000 - $79,999",170,21557,14808,19003
1,40-44,Full-time Nonseasonal,"$120,000 - $129,999",170,19462,200793,5366
4,30-34,Intermittent Nonseasonal,"$20,000 - $29,999",167,26878,14808,26970
1,45-49,Full-time Nonseasonal,"$150,000 - $159,999",167,21059,200793,4567
5,40-44,Full-time Nonseasonal,"$40,000 - $49,999",167,19462,200793,29706
4,50-54,Intermittent Nonseasonal,"$30,000 - $39,999",167,24493,14808,40789
1,60-64,Full-time Nonseasonal,"$160,000 - $169,999",167,28247,200793,1603
3,40-44,Full-time Nonseasonal,"$20,000 - $29,999",164,19462,200793,26970
5,45-49,Full-time Nonseasonal,"$50,000 - $59,999",162,21059,200793,25502
2,40-44,Full-time Nonseasonal,"$130,000 - $139,999",161,19462,200793,5096
3,20-24,Part-time Nonseasonal,"$30,000 - $39,999",161,15279,12235,40789
1,40-44,Intermittent Seasonal,"Less than $20,000",161,19462,1773,1961
1,50-54,Full-time Nonseasonal,"$140,000 - $149,999",160,24493,200793,2587
2,35-39,Full-time Nonseasonal,"$30,000 - $39,999",160,21648,200793,40789
5,25-29,Part-time Nonseasonal,"$30,000 - $39,999",160,24507,12235,40789
2,40-44,Full-time Nonseasonal,"$30,000 - $39,999",159,19462,200793,40789
5,40-44,Full-time Nonseasonal,"$50,000 - $59,999",158,19462,200793,25502
3,55-59,Full-time Nonseasonal,"$20,000 - $29,999",157,30359,200793,26970
3,65 or more,Full-time Nonseasonal,"$70,000 - $79,999",156,21557,200793,19003
1,25-29,Intermittent Seasonal,"Less than $20,000",156,24507,1773,1961
5,20-24,Intermittent Nonseasonal,"$20,000 - $29,999",155,15279,14808,26970
5,55-59,Full-time Nonseasonal,"$50,000 - $59,999",151,30359,200793,25502
3,45-49,Full-time Nonseasonal,"$20,000 - $29,999",151,21059,200793,26970
2,50-54,Full-time Nonseasonal,"$160,000 - $169,999",151,24493,200793,1603
1,50-54,Full-time Nonseasonal,"$180,000 or more",150,24493,200793,3065
4,60-64,Full-time Nonseasonal,"$20,000 - $29,999",150,28247,200793,26970
1,35-39,Full-time Nonseasonal,"$180,000 or more",149,21648,200793,3065
3,50-54,Full-time Nonseasonal,"$20,000 - $29,999",148,24493,200793,26970
2,50-54,Full-time Nonseasonal,"$170,000 - $179,999",148,24493,200793,945
3,65 or more,Full-time Nonseasonal,"$20,000 - $29,999",148,21557,200793,26970
3,35-39,Full-time Seasonal,"$30,000 - $39,999",147,21648,5720,40789
2,55-59,Full-time Nonseasonal,"$30,000 - $39,999",147,30359,200793,40789
4,20-24,Part-time Nonseasonal,"$20,000 - $29,999",147,15279,12235,26970
4,25-29,Full-time Seasonal,"$20,000 - $29,999",146,24507,5720,26970
4,40-44,Part-time Nonseasonal,"$30,000 - $39,999",144,19462,12235,40789
4,30-34,Full-time Seasonal,"$20,000 - $29,999",143,26878,5720,26970
3,60-64,Full-time Nonseasonal,"$80,000 - $89,999",143,28247,200793,14182
4,30-34,Part-time Nonseasonal,"$20,000 - $29,999",142,26878,12235,26970
4,60-64,Full-time Nonseasonal,"$50,000 - $59,999",142,28247,200793,25502
1,35-39,Intermittent Nonseasonal,"$20,000 - $29,999",142,21648,14808,26970
5,45-49,Full-time Nonseasonal,"$30,000 - $39,999",141,21059,200793,40789
1,20-24,Full-time Nonseasonal,"$50,000 - $59,999",141,15279,200793,25502
2,45-49,Full-time Nonseasonal,"$30,000 - $39,999",141,21059,200793,40789
2,65 or more,Full-time Nonseasonal,"$140,000 - $149,999",140,21557,200793,2587
4,45-49,Intermittent Nonseasonal,"$30,000 - $39,999",140,21059,14808,40789
3,55-59,Full-time Nonseasonal,"$80,000 - $89,999",139,30359,200793,14182
2,35-39,Full-time Nonseasonal,"$130,000 - $139,999",139,21648,200793,5096
6,55-59,Full-time Nonseasonal,"$80,000 - $89,999",138,30359,200793,14182
4,55-59,Part-time Nonseasonal,"$30,000 - $39,999",138,30359,12235,40789
5,50-54,Full-time Nonseasonal,"$60,000 - $69,999",138,24493,200793,19480
1,35-39,Full-time Nonseasonal,"$40,000 - $49,999",138,21648,200793,29706
5,35-39,Full-time Nonseasonal,"$70,000 - $79,999",137,21648,200793,19003
3,50-54,Full-time Nonseasonal,"$70,000 - $79,999",137,24493,200793,19003
4,65 or more,Part-time Nonseasonal,"$30,000 - $39,999",137,21557,12235,40789
4,20-24,Intermittent Nonseasonal,"$20,000 - $29,999",136,15279,14808,26970
1,55-59,Full-time Nonseasonal,"$160,000 - $169,999",136,30359,200793,1603
2,20-24,Full-time Nonseasonal,"$50,000 - $59,999",133,15279,200793,25502
3,65 or more,Part-time Nonseasonal,"$30,000 - $39,999",133,21557,12235,40789
3,60-64,Full-time Nonseasonal,"$20,000 - $29,999",133,28247,200793,26970
5,Less than 20,Part-time Nonseasonal,"$20,000 - $29,999",133,2541,12235,26970
1,40-44,Full-time Nonseasonal,"$150,000 - $159,999",132,19462,200793,4567
1,65 or more,Part-time Nonseasonal,"$180,000 or more",132,21557,12235,3065
4,50-54,Part-time Nonseasonal,"$30,000 - $39,999",132,24493,12235,40789
5,40-44,Full-time Nonseasonal,"$30,000 - $39,999",131,19462,200793,40789
5,30-34,Full-time Nonseasonal,"$20,000 - $29,999",131,26878,200793,26970
1,55-59,Full-time Nonseasonal,"$50,000 - $59,999",130,30359,200793,25502
1,30-34,Full-time Nonseasonal,"$120,000 - $129,999",130,26878,200793,5366
1,65 or more,Full-time Nonseasonal,"$140,000 - $149,999",130,21557,200793,2587
6,35-39,Full-time Nonseasonal,"$20,000 - $29,999",129,21648,200793,26970
1,65 or more,Intermittent Nonseasonal,"$130,000 - $139,999",129,21557,14808,5096
1,45-49,Intermittent Seasonal,"Less than $20,000",129,21059,1773,1961
6,45-49,Full-time Nonseasonal,"$70,000 - $79,999",129,21059,200793,19003
4,35-39,Part-time Nonseasonal,"$30,000 - $39,999",129,21648,12235,40789
2,55-59,Full-time Nonseasonal,"$40,000 - $49,999",129,30359,200793,29706
3,35-39,Part-time Nonseasonal,"$30,000 - $39,999",129,21648,12235,40789
4,25-29,Intermittent Nonseasonal,"$20,000 - $29,999",128,24507,14808,26970
4,65 or more,Full-time Nonseasonal,"$20,000 - $29,999",128,21557,200793,26970
4,60-64,Part-time Nonseasonal,"$30,000 - $39,999",127,28247,12235,40789
4,45-49,Part-time Nonseasonal,"$30,000 - $39,999",127,21059,12235,40789
6,40-44,Full-time Nonseasonal,"$20,000 - $29,999",126,19462,200793,26970
4,35-39,Part-time Nonseasonal,"$20,000 - $29,999",126,21648,12235,26970
3,55-59,Full-time Nonseasonal,"$90,000 - $99,999",126,30359,200793,14905
3,60-64,Part-time Nonseasonal,"$30,000 - $39,999",124,28247,12235,40789
2,60-64,Full-time Nonseasonal,"$160,000 - $169,999",124,28247,200793,1603
5,45-49,Full-time Nonseasonal,"$40,000 - $49,999",124,21059,200793,29706
2,65 or more,Full-time Nonseasonal,"$30,000 - $39,999",122,21557,200793,40789
3,25-29,Intermittent Nonseasonal,"$20,000 - $29,999",122,24507,14808,26970
2,65 or more,Intermittent Nonseasonal,"$50,000 - $59,999",121,21557,14808,25502
3,50-54,Part-time Nonseasonal,"$30,000 - $39,999",120,24493,12235,40789
1,25-29,Part-time Nonseasonal,"$50,000 - $59,999",120,24507,12235,25502
3,55-59,Part-time Nonseasonal,"$30,000 - $39,999",118,30359,12235,40789
6,Less than 20,Full-time Nonseasonal,"$30,000 - $39,999",117,2541,200793,40789
3,40-44,Full-time Seasonal,"$30,000 - $39,999",117,19462,5720,40789
3,35-39,Full-time Seasonal,"$40,000 - $49,999",116,21648,5720,29706
1,40-44,Full-time Nonseasonal,"$130,000 - $139,999",116,19462,200793,5096
2,65 or more,Intermittent Nonseasonal,Unspecified or Zero,116,21557,14808,1350
3,40-44,Intermittent Nonseasonal,"$30,000 - $39,999",115,19462,14808,40789
4,40-44,Part-time Nonseasonal,"$20,000 - $29,999",115,19462,12235,26970
1,45-49,Full-time Nonseasonal,"$140,000 - $149,999",115,21059,200793,2587
2,20-24,Full-time Nonseasonal,"$20,000 - $29,999",113,15279,200793,26970
4,55-59,Full-time Nonseasonal,"$50,000 - $59,999",113,30359,200793,25502
1,35-39,Full-time Nonseasonal,"$130,000 - $139,999",113,21648,200793,5096
3,60-64,Full-time Nonseasonal,"$90,000 - $99,999",111,28247,200793,14905
3,45-49,Part-time Nonseasonal,"$30,000 - $39,999",111,21059,12235,40789
3,45-49,Full-time Seasonal,"$30,000 - $39,999",109,21059,5720,40789
2,50-54,Full-time Nonseasonal,"$180,000 or more",109,24493,200793,3065
4,65 or more,Full-time Nonseasonal,"$50,000 - $59,999",109,21557,200793,25502
5,40-44,Full-time Nonseasonal,"$70,000 - $79,999",109,19462,200793,19003
1,40-44,Intermittent Nonseasonal,"$20,000 - $29,999",109,19462,14808,26970
2,60-64,Full-time Nonseasonal,"$30,000 - $39,999",107,28247,200793,40789
3,30-34,Full-time Seasonal,"$40,000 - $49,999",107,26878,5720,29706
4,35-39,Full-time Seasonal,"$20,000 - $29,999",107,21648,5720,26970
1,40-44,Full-time Nonseasonal,"$140,000 - $149,999",106,19462,200793,2587
2,60-64,Full-time Nonseasonal,"$180,000 or more",106,28247,200793,3065
4,40-44,Intermittent Nonseasonal,"$30,000 - $39,999",106,19462,14808,40789
2,30-34,Full-time Nonseasonal,"$120,000 - $129,999",105,26878,200793,5366
4,50-54,Full-time Nonseasonal,"$50,000 - $59,999",105,24493,200793,25502
1,65 or more,Intermittent Nonseasonal,"$50,000 - $59,999",102,21557,14808,25502
3,35-39,Intermittent Nonseasonal,"$30,000 - $39,999",102,21648,14808,40789
1,35-39,Part-time Nonseasonal,"$180,000 or more",101,21648,12235,3065
4,30-34,Intermittent Nonseasonal,"$30,000 - $39,999",101,26878,14808,40789
2,40-44,Full-time Nonseasonal,"$140,000 - $149,999",101,19462,200793,2587
6,65 or more,Full-time Nonseasonal,"$20,000 - $29,999",100,21557,200793,26970
4,25-29,Full-time Nonseasonal,"$40,000 - $49,999",100,24507,200793,29706
1,20-24,Full-time Nonseasonal,"$40,000 - $49,999",99,15279,200793,29706
3,45-49,Full-time Nonseasonal,"$70,000 - $79,999",99,21059,200793,19003
4,45-49,Part-time Nonseasonal,"$20,000 - $29,999",98,21059,12235,26970
4,55-59,Full-time Seasonal,"$20,000 - $29,999",98,30359,5720,26970
2,65 or more,Intermittent Nonseasonal,"$60,000 - $69,999",98,21557,14808,19480
4,25-29,Intermittent Nonseasonal,"$30,000 - $39,999",97,24507,14808,40789
2,65 or more,Intermittent Nonseasonal,"$80,000 - $89,999",97,21557,14808,14182
6,20-24,Part-time Nonseasonal,"$20,000 - $29,999",97,15279,12235,26970
2,50-54,Full-time Nonseasonal,"$30,000 - $39,999",96,24493,200793,40789
6,65 or more,Full-time Nonseasonal,"$70,000 - $79,999",96,21557,200793,19003
2,65 or more,Full-time Nonseasonal,"$160,000 - $169,999",95,21557,200793,1603
5,30-34,Part-time Nonseasonal,"$20,000 - $29,999",95,26878,12235,26970
4,35-39,Intermittent Nonseasonal,"$30,000 - $39,999",94,21648,14808,40789
1,40-44,Full-time Nonseasonal,"$40,000 - $49,999",94,19462,200793,29706
3,35-39,Full-time Nonseasonal,"$60,000 - $69,999",94,21648,200793,19480
4,40-44,Full-time Seasonal,"$20,000 - $29,999",94,19462,5720,26970
3,40-44,Part-time Nonseasonal,"$30,000 - $39,999",93,19462,12235,40789
2,30-34,Full-time Nonseasonal,"$20,000 - $29,999",92,26878,200793,26970
1,60-64,Intermittent Nonseasonal,"$50,000 - $59,999",92,28247,14808,25502
6,50-54,Full-time Nonseasonal,"$80,000 - $89,999",91,24493,200793,14182
5,50-54,Full-time Nonseasonal,"$40,000 - $49,999",91,24493,200793,29706
5,25-29,Full-time Nonseasonal,"$70,000 - $79,999",91,24507,200793,19003
6,35-39,Full-time Nonseasonal,"$70,000 - $79,999",90,21648,200793,19003
1,20-24,Full-time Nonseasonal,"$60,000 - $69,999",89,15279,200793,19480
1,20-24,Intermittent Seasonal,"Less than $20,000",89,15279,1773,1961
6,40-44,Full-time Nonseasonal,"$70,000 - $79,999",89,19462,200793,19003
3,30-34,Part-time Nonseasonal,"$40,000 - $49,999",88,26878,12235,29706
6,20-24,Full-time Nonseasonal,"$60,000 - $69,999",87,15279,200793,19480
4,50-54,Part-time Nonseasonal,"$20,000 - $29,999",87,24493,12235,26970
5,50-54,Full-time Nonseasonal,"$30,000 - $39,999",87,24493,200793,40789
6,60-64,Full-time Nonseasonal,"$80,000 - $89,999",87,28247,200793,14182
1,60-64,Full-time Nonseasonal,"$50,000 - $59,999",86,28247,200793,25502
2,40-44,Full-time Nonseasonal,"$150,000 - $159,999",86,19462,200793,4567
5,25-29,Intermittent Nonseasonal,"$30,000 - $39,999",85,24507,14808,40789
1,35-39,Full-time Nonseasonal,"$150,000 - $159,999",85,21648,200793,4567
3,30-34,Part-time Seasonal,"$20,000 - $29,999",85,26878,761,26970
1,35-39,Full-time Nonseasonal,"$140,000 - $149,999",84,21648,200793,2587
3,30-34,Full-time Nonseasonal,"$60,000 - $69,999",84,26878,200793,19480
4,50-54,Full-time Seasonal,"$20,000 - $29,999",84,24493,5720,26970
4,55-59,Part-time Nonseasonal,"$20,000 - $29,999",84,30359,12235,26970
1,20-24,Full-time Nonseasonal,"$20,000 - $29,999",83,15279,200793,26970
3,25-29,Part-time Nonseasonal,"$40,000 - $49,999",83,24507,12235,29706
2,30-34,Full-time Nonseasonal,"$130,000 - $139,999",83,26878,200793,5096
3,35-39,Part-time Seasonal,"$20,000 - $29,999",82,21648,761,26970
3,55-59,Full-time Seasonal,"$30,000 - $39,999",82,30359,5720,40789
4,20-24,Full-time Seasonal,"$20,000 - $29,999",82,15279,5720,26970
6,20-24,Full-time Nonseasonal,"Less than $20,000",82,15279,200793,1961
3,25-29,Intermittent Seasonal,"$20,000 - $29,999",81,24507,1773,26970
2,60-64,Full-time Nonseasonal,"$170,000 - $179,999",80,28247,200793,945
1,65 or more,Full-time Nonseasonal,"$170,000 - $179,999",80,21557,200793,945
3,20-24,Full-time Seasonal,"$20,000 - $29,999",80,15279,5720,26970
4,65 or more,Full-time Seasonal,"$30,000 - $39,999",79,21557,5720,40789
2,45-49,Full-time Nonseasonal,"$160,000 - $169,999",79,21059,200793,1603
1,55-59,Intermittent Nonseasonal,"$50,000 - $59,999",79,30359,14808,25502
3,20-24,Intermittent Nonseasonal,"$30,000 - $39,999",79,15279,14808,40789
2,35-39,Full-time Nonseasonal,"$140,000 - $149,999",78,21648,200793,2587
2,25-29,Intermittent Nonseasonal,"$30,000 - $39,999",78,24507,14808,40789
3,65 or more,Full-time Nonseasonal,"$90,000 - $99,999",77,21557,200793,14905
4,45-49,Full-time Nonseasonal,"$50,000 - $59,999",77,21059,200793,25502
3,65 or more,Part-time Nonseasonal,"$40,000 - $49,999",77,21557,12235,29706
5,55-59,Full-time Nonseasonal,"$60,000 - $69,999",77,30359,200793,19480
1,30-34,Part-time Nonseasonal,"$60,000 - $69,999",77,26878,12235,19480
1,30-34,Full-time Nonseasonal,"$30,000 - $39,999",77,26878,200793,40789
1,50-54,Full-time Nonseasonal,"$160,000 - $169,999",77,24493,200793,1603
1,30-34,Full-time Nonseasonal,"$130,000 - $139,999",76,26878,200793,5096
6,30-34,Full-time Nonseasonal,"$70,000 - $79,999",76,26878,200793,19003
1,40-44,Part-time Nonseasonal,"$180,000 or more",76,19462,12235,3065
3,55-59,Intermittent Nonseasonal,"$30,000 - $39,999",75,30359,14808,40789
3,40-44,Part-time Seasonal,"$20,000 - $29,999",75,19462,761,26970
1,60-64,Intermittent Nonseasonal,"$130,000 - $139,999",74,28247,14808,5096
5,55-59,Full-time Nonseasonal,"$40,000 - $49,999",74,30359,200793,29706
5,35-39,Full-time Nonseasonal,"$20,000 - $29,999",74,21648,200793,26970
3,40-44,Full-time Nonseasonal,"$70,000 - $79,999",74,19462,200793,19003
1,30-34,Full-time Nonseasonal,"$180,000 or more",73,26878,200793,3065
5,45-49,Full-time Nonseasonal,"$70,000 - $79,999",72,21059,200793,19003
3,50-54,Intermittent Nonseasonal,"$30,000 - $39,999",72,24493,14808,40789
5,25-29,Intermittent Nonseasonal,"$20,000 - $29,999",72,24507,14808,26970
3,45-49,Intermittent Nonseasonal,"$30,000 - $39,999",71,21059,14808,40789
4,50-54,Full-time Seasonal,"$30,000 - $39,999",71,24493,5720,40789
3,30-34,Full-time Nonseasonal,"$70,000 - $79,999",71,26878,200793,19003
6,25-29,Part-time Nonseasonal,"$30,000 - $39,999",70,24507,12235,40789
1,60-64,Full-time Nonseasonal,"$170,000 - $179,999",70,28247,200793,945
3,65 or more,Full-time Seasonal,"$40,000 - $49,999",70,21557,5720,29706
1,45-49,Part-time Nonseasonal,"$180,000 or more",70,21059,12235,3065
2,60-64,Intermittent Nonseasonal,"$50,000 - $59,999",70,28247,14808,25502
5,20-24,Intermittent Nonseasonal,"$40,000 - $49,999",70,15279,14808,29706
1,45-49,Intermittent Nonseasonal,"$20,000 - $29,999",69,21059,14808,26970
2,20-24,Full-time Nonseasonal,"$60,000 - $69,999",69,15279,200793,19480
2,60-64,Intermittent Nonseasonal,"$70,000 - $79,999",69,28247,14808,19003
2,55-59,Intermittent Nonseasonal,"$50,000 - $59,999",69,30359,14808,25502
4,55-59,Full-time Seasonal,"$30,000 - $39,999",69,30359,5720,40789
4,60-64,Full-time Seasonal,"$20,000 - $29,999",69,28247,5720,26970
4,25-29,Full-time Seasonal,"$30,000 - $39,999",68,24507,5720,40789
3,50-54,Full-time Seasonal,"$30,000 - $39,999",68,24493,5720,40789
4,65 or more,Full-time Seasonal,"$20,000 - $29,999",68,21557,5720,26970
5,Less than 20,Full-time Nonseasonal,"$30,000 - $39,999",68,2541,200793,40789
3,30-34,Intermittent Seasonal,"$20,000 - $29,999",68,26878,1773,26970
1,25-29,Full-time Nonseasonal,"$100,000 - $109,999",67,24507,200793,10369
3,65 or more,Full-time Nonseasonal,"$80,000 - $89,999",66,21557,200793,14182
5,50-54,Full-time Nonseasonal,"$70,000 - $79,999",66,24493,200793,19003
3,25-29,Full-time Seasonal,"$20,000 - $29,999",66,24507,5720,26970
4,45-49,Full-time Seasonal,"$30,000 - $39,999",66,21059,5720,40789
4,45-49,Full-time Seasonal,"$20,000 - $29,999",66,21059,5720,26970
5,Less than 20,Intermittent Nonseasonal,"$20,000 - $29,999",65,2541,14808,26970
3,25-29,Part-time Nonseasonal,"$20,000 - $29,999",65,24507,12235,26970
6,50-54,Part-time Nonseasonal,"$30,000 - $39,999",65,24493,12235,40789
4,30-34,Full-time Seasonal,"$30,000 - $39,999",65,26878,5720,40789
4,60-64,Full-time Seasonal,"$30,000 - $39,999",65,28247,5720,40789
3,50-54,Full-time Seasonal,"$40,000 - $49,999",65,24493,5720,29706
3,35-39,Full-time Nonseasonal,"$90,000 - $99,999",64,21648,200793,14905
1,25-29,Intermittent Nonseasonal,"$100,000 - $109,999",64,24507,14808,10369
2,60-64,Full-time Nonseasonal,"$40,000 - $49,999",64,28247,200793,29706
2,45-49,Intermittent Nonseasonal,"$50,000 - $59,999",64,21059,14808,25502
3,55-59,Full-time Nonseasonal,"$100,000 - $109,999",64,30359,200793,10369
3,25-29,Part-time Seasonal,"$20,000 - $29,999",64,24507,761,26970
6,55-59,Part-time Nonseasonal,"$30,000 - $39,999",64,30359,12235,40789
5,45-49,Full-time Nonseasonal,"$60,000 - $69,999",63,21059,200793,19480
3,55-59,Full-time Seasonal,"$40,000 - $49,999",63,30359,5720,29706
6,55-59,Full-time Nonseasonal,"$90,000 - $99,999",63,30359,200793,14905
3,30-34,Full-time Nonseasonal,"$90,000 - $99,999",63,26878,200793,14905
4,35-39,Full-time Seasonal,"$30,000 - $39,999",63,21648,5720,40789
2,35-39,Full-time Nonseasonal,"$150,000 - $159,999",63,21648,200793,4567
5,30-34,Part-time Nonseasonal,"$30,000 - $39,999",63,26878,12235,40789
1,30-34,Part-time Nonseasonal,"$180,000 or more",62,26878,12235,3065
5,40-44,Full-time Nonseasonal,"$60,000 - $69,999",62,19462,200793,19480
3,50-54,Full-time Nonseasonal,"$80,000 - $89,999",62,24493,200793,14182
1,65 or more,Intermittent Nonseasonal,"$110,000 - $119,999",61,21557,14808,8683
6,45-49,Full-time Nonseasonal,"$80,000 - $89,999",61,21059,200793,14182
3,60-64,Part-time Nonseasonal,"$40,000 - $49,999",61,28247,12235,29706
2,60-64,Intermittent Nonseasonal,"$80,000 - $89,999",61,28247,14808,14182
1,50-54,Part-time Nonseasonal,"$180,000 or more",61,24493,12235,3065
3,60-64,Full-time Seasonal,"$30,000 - $39,999",61,28247,5720,40789
1,35-39,Full-time Nonseasonal,"$20,000 - $29,999",60,21648,200793,26970
3,35-39,Full-time Nonseasonal,"$70,000 - $79,999",60,21648,200793,19003
1,45-49,Full-time Nonseasonal,"$40,000 - $49,999",60,21059,200793,29706
3,30-34,Full-time Seasonal,"$20,000 - $29,999",60,26878,5720,26970
6,45-49,Part-time Nonseasonal,"$30,000 - $39,999",60,21059,12235,40789
3,60-64,Full-time Seasonal,"$40,000 - $49,999",60,28247,5720,29706
3,20-24,Full-time Seasonal,"$30,000 - $39,999",59,15279,5720,40789
3,30-34,Intermittent Nonseasonal,"$20,000 - $29,999",59,26878,14808,26970
2,60-64,Intermittent Nonseasonal,"$60,000 - $69,999",59,28247,14808,19480
4,40-44,Full-time Seasonal,"$30,000 - $39,999",59,19462,5720,40789
1,30-34,Part-time Nonseasonal,"$50,000 - $59,999",58,26878,12235,25502
6,30-34,Part-time Nonseasonal,"$20,000 - $29,999",58,26878,12235,26970
6,55-59,Part-time Nonseasonal,"$20,000 - $29,999",58,30359,12235,26970
6,20-24,Full-time Seasonal,"$30,000 - $39,999",58,15279,5720,40789
1,60-64,Part-time Nonseasonal,"$180,000 or more",58,28247,12235,3065
1,50-54,Full-time Nonseasonal,"$40,000 - $49,999",57,24493,200793,29706
6,65 or more,Full-time Nonseasonal,"$80,000 - $89,999",57,21557,200793,14182
4,Less than 20,Full-time Nonseasonal,"$20,000 - $29,999",57,2541,200793,26970
3,55-59,Part-time Nonseasonal,"$40,000 - $49,999",57,30359,12235,29706
3,60-64,Intermittent Nonseasonal,"$30,000 - $39,999",57,28247,14808,40789
4,60-64,Full-time Nonseasonal,"$60,000 - $69,999",56,28247,200793,19480
5,55-59,Full-time Nonseasonal,"$30,000 - $39,999",56,30359,200793,40789
1,25-29,Part-time Nonseasonal,"$60,000 - $69,999",56,24507,12235,19480
5,50-54,Full-time Nonseasonal,"$90,000 - $99,999",56,24493,200793,14905
2,60-64,Intermittent Nonseasonal,"$40,000 - $49,999",56,28247,14808,29706
1,50-54,Intermittent Nonseasonal,"$50,000 - $59,999",56,24493,14808,25502
2,65 or more,Intermittent Nonseasonal,"$40,000 - $49,999",56,21557,14808,29706
5,60-64,Full-time Nonseasonal,"$40,000 - $49,999",55,28247,200793,29706
4,20-24,Intermittent Nonseasonal,"$30,000 - $39,999",55,15279,14808,40789
3,Less than 20,Full-time Nonseasonal,"$30,000 - $39,999",55,2541,200793,40789
1,45-49,Full-time Nonseasonal,"$160,000 - $169,999",55,21059,200793,1603
6,50-54,Part-time Nonseasonal,"$20,000 - $29,999",55,24493,12235,26970
3,20-24,Intermittent Seasonal,"$20,000 - $29,999",55,15279,1773,26970
5,45-49,Full-time Nonseasonal,"$90,000 - $99,999",55,21059,200793,14905
4,60-64,Part-time Nonseasonal,"$20,000 - $29,999",55,28247,12235,26970
5,30-34,Full-time Nonseasonal,"$60,000 - $69,999",54,26878,200793,19480
1,25-29,Part-time Nonseasonal,"$20,000 - $29,999",54,24507,12235,26970
1,65 or more,Full-time Seasonal,"$80,000 - $89,999",54,21557,5720,14182
6,30-34,Part-time Nonseasonal,"$30,000 - $39,999",53,26878,12235,40789
3,35-39,Intermittent Seasonal,"$20,000 - $29,999",53,21648,1773,26970
2,60-64,Intermittent Nonseasonal,Unspecified or Zero,53,28247,14808,1350
5,50-54,Full-time Nonseasonal,"$80,000 - $89,999",53,24493,200793,14182
2,65 or more,Intermittent Nonseasonal,"$130,000 - $139,999",53,21557,14808,5096
1,50-54,Intermittent Seasonal,"Less than $20,000",52,24493,1773,1961
2,65 or more,Intermittent Nonseasonal,"$30,000 - $39,999",52,21557,14808,40789
4,35-39,Full-time Nonseasonal,"$50,000 - $59,999",52,21648,200793,25502
1,60-64,Full-time Seasonal,"$70,000 - $79,999",52,28247,5720,19003
1,55-59,Full-time Nonseasonal,"$170,000 - $179,999",52,30359,200793,945
3,25-29,Full-time Seasonal,"$40,000 - $49,999",52,24507,5720,29706
1,60-64,Intermittent Nonseasonal,"$110,000 - $119,999",51,28247,14808,8683
3,45-49,Part-time Seasonal,"$20,000 - $29,999",51,21059,761,26970
4,40-44,Full-time Nonseasonal,"$50,000 - $59,999",51,19462,200793,25502
1,50-54,Intermittent Nonseasonal,"$20,000 - $29,999",51,24493,14808,26970
3,45-49,Full-time Seasonal,"$40,000 - $49,999",51,21059,5720,29706
1,65 or more,Intermittent Nonseasonal,"$100,000 - $109,999",51,21557,14808,10369
6,25-29,Part-time Nonseasonal,"$20,000 - $29,999",50,24507,12235,26970
2,45-49,Full-time Nonseasonal,"$180,000 or more",50,21059,200793,3065
6,Less than 20,Full-time Nonseasonal,"$40,000 - $49,999",50,2541,200793,29706
2,65 or more,Full-time Nonseasonal,"$180,000 or more",50,21557,200793,3065
2,65 or more,Intermittent Nonseasonal,"$90,000 - $99,999",50,21557,14808,14905
3,40-44,Full-time Seasonal,"$40,000 - $49,999",50,19462,5720,29706
1,65 or more,Full-time Nonseasonal,"$50,000 - $59,999",49,21557,200793,25502
2,25-29,Intermittent Nonseasonal,"$20,000 - $29,999",49,24507,14808,26970
6,35-39,Part-time Nonseasonal,"$30,000 - $39,999",49,21648,12235,40789
6,60-64,Full-time Nonseasonal,"$90,000 - $99,999",49,28247,200793,14905
1,20-24,Intermittent Nonseasonal,"Less than $20,000",49,15279,14808,1961
3,35-39,Part-time Nonseasonal,"$40,000 - $49,999",49,21648,12235,29706
4,65 or more,Part-time Nonseasonal,"$20,000 - $29,999",48,21557,12235,26970
3,35-39,Intermittent Nonseasonal,"$20,000 - $29,999",48,21648,14808,26970
1,20-24,Full-time Nonseasonal,"$30,000 - $39,999",48,15279,200793,40789
1,25-29,Part-time Nonseasonal,"$40,000 - $49,999",48,24507,12235,29706
6,25-29,Full-time Seasonal,"$30,000 - $39,999",47,24507,5720,40789
